zip,das_type
55772,REMOTE
55775,EDAS
55779,EDAS
55780,EDAS
55781,REMOTE
55782,EDAS
55783,EDAS
55784,EDAS
55785,REMOTE
55786,EDAS
55787,EDAS
55790,EDAS
55792,DAS
55793,EDAS
55795,EDAS
55796,EDAS
55797,EDAS
55798,REMOTE
55802,DAS
55803,EDAS
55804,DAS
55806,DAS
55808,DAS
55810,DAS
55811,DAS
55812,DAS
55909,EDAS
55910,EDAS
55912,DAS
55917,EDAS
55918,EDAS
55919,EDAS
55920,DAS
55921,EDAS
55922,EDAS
55923,EDAS
55924,EDAS
55925,EDAS
55926,EDAS
55927,EDAS
55929,EDAS
55931,EDAS
55932,EDAS
55933,EDAS
55934,EDAS
55935,EDAS
55936,EDAS
55939,EDAS
55940,EDAS
55941,EDAS
55943,EDAS
55944,DAS
55945,EDAS
55946,EDAS
55947,DAS
55949,EDAS
55950,DAS
55951,EDAS
55952,EDAS
55953,EDAS
55954,EDAS
55955,DAS
55956,EDAS
55957,EDAS
55959,EDAS
55960,DAS
55961,EDAS
55962,EDAS
55963,EDAS
55964,EDAS
55965,EDAS
55967,EDAS
55968,DAS
55969,EDAS
55970,EDAS
55971,EDAS
55972,EDAS
55973,EDAS
55974,EDAS
55975,EDAS
55976,DAS
55977,EDAS
55979,EDAS
55981,EDAS
55982,EDAS
55983,EDAS
55985,EDAS
55990,EDAS
55991,EDAS
55992,EDAS
56007,DAS
56009,EDAS
56010,EDAS
56011,DAS
56013,EDAS
56014,EDAS
56016,EDAS
56017,DAS
56019,EDAS
56020,REMOTE
56021,EDAS
56022,DAS
56023,EDAS
56024,DAS
56025,EDAS
56026,EDAS
56027,EDAS
56028,EDAS
56029,EDAS
56030,DAS
56031,DAS
56032,EDAS
56033,EDAS
56034,EDAS
56035,DAS
56036,EDAS
56037,REMOTE
56039,EDAS
56041,EDAS
56042,EDAS
56043,EDAS
56044,EDAS
56045,EDAS
56046,DAS
56047,EDAS
56048,EDAS
56050,DAS
56051,EDAS
56052,EDAS
56054,EDAS
56055,DAS
56056,DAS
56057,EDAS
56058,DAS
56060,EDAS
56062,DAS
56063,DAS
56064,EDAS
56065,EDAS
56068,EDAS
56069,EDAS
56071,DAS
56072,EDAS
56073,DAS
56074,EDAS
56075,DAS
56076,EDAS
56078,EDAS
56080,EDAS
56081,EDAS
56083,EDAS
56084,DAS
56085,EDAS
56087,EDAS
56088,EDAS
56089,EDAS
56090,EDAS
56091,EDAS
56093,DAS
56096,EDAS
56097,EDAS
56098,EDAS
56101,EDAS
56110,EDAS
56111,EDAS
56113,EDAS
56114,EDAS
56115,EDAS
56116,EDAS
56117,EDAS
56118,EDAS
56119,EDAS
56120,EDAS
56121,EDAS
56122,EDAS
56123,EDAS
56125,DAS
56127,EDAS
56128,EDAS
56129,EDAS
56131,EDAS
56132,EDAS
56134,EDAS
56136,REMOTE
56137,EDAS
56138,EDAS
56139,EDAS
56140,EDAS
56141,EDAS
56142,REMOTE
56143,DAS
56144,EDAS
56145,EDAS
56146,DAS
56147,REMOTE
56149,EDAS
56150,EDAS
56151,EDAS
56152,EDAS
56153,EDAS
56155,EDAS
56156,EDAS
56157,EDAS
56158,EDAS
56159,EDAS
56160,EDAS
56161,EDAS
56162,EDAS
56164,EDAS
56165,EDAS
56166,EDAS
56167,EDAS
56168,EDAS
56169,EDAS
56170,EDAS
56171,EDAS
56172,EDAS
56173,EDAS
56174,EDAS
56175,EDAS
56176,EDAS
56178,EDAS
56180,EDAS
56181,EDAS
56183,EDAS
56185,EDAS
56186,EDAS
56187,DAS
56207,EDAS
56208,EDAS
56209,EDAS
56210,EDAS
56211,EDAS
56212,EDAS
56214,EDAS
56215,DAS
56216,EDAS
56218,EDAS
56219,EDAS
56220,EDAS
56221,EDAS
56222,EDAS
56223,EDAS
56224,EDAS
56225,EDAS
56226,EDAS
56227,EDAS
56228,EDAS
56229,EDAS
56230,EDAS
56231,EDAS
56232,EDAS
56235,EDAS
56236,EDAS
56237,EDAS
56239,EDAS
56240,EDAS
56241,DAS
56243,EDAS
56244,EDAS
56245,EDAS
56246,EDAS
56248,EDAS
56249,EDAS
56251,EDAS
56252,EDAS
56253,EDAS
56255,EDAS
56256,EDAS
56257,EDAS
56258,DAS
56260,EDAS
56262,EDAS
56263,EDAS
56264,EDAS
56265,DAS
56266,EDAS
56267,EDAS
56270,EDAS
56271,EDAS
56273,DAS
56274,EDAS
56276,EDAS
56277,DAS
56278,EDAS
56279,EDAS
56280,EDAS
56281,EDAS
56282,EDAS
56283,EDAS
56284,EDAS
56285,EDAS
56287,DAS
56288,EDAS
56289,EDAS
56291,EDAS
56292,EDAS
56293,EDAS
56294,EDAS
56295,EDAS
56296,EDAS
56297,EDAS
56307,DAS
56308,DAS
56309,EDAS
56310,DAS
56311,EDAS
56312,EDAS
56313,DAS
56314,EDAS
56315,EDAS
56316,EDAS
56317,EDAS
56318,EDAS
56319,EDAS
56320,DAS
56321,EDAS
56323,EDAS
56324,EDAS
56325,EDAS
56326,EDAS
56327,EDAS
56328,DAS
56329,EDAS
56330,REMOTE
56331,EDAS
56332,EDAS
56334,EDAS
56335,EDAS
56336,EDAS
56338,REMOTE
56339,EDAS
56340,EDAS
56341,DAS
56342,EDAS
56343,EDAS
56344,DAS
56345,DAS
56347,EDAS
56349,EDAS
56350,EDAS
56352,EDAS
56353,EDAS
56354,EDAS
56355,EDAS
56356,EDAS
56357,REMOTE
56358,EDAS
56359,EDAS
56360,EDAS
56361,EDAS
56362,EDAS
56364,EDAS
56367,EDAS
56368,EDAS
56369,DAS
56371,DAS
56373,EDAS
56374,DAS
56375,EDAS
56376,EDAS
56378,EDAS
56381,EDAS
56382,EDAS
56384,EDAS
56385,EDAS
56386,EDAS
56389,DAS
56401,DAS
56430,DAS
56431,EDAS
56433,EDAS
56434,EDAS
56435,EDAS
56436,EDAS
56437,EDAS
56438,EDAS
56440,EDAS
56441,DAS
56442,EDAS
56443,EDAS
56444,EDAS
56446,EDAS
56447,EDAS
56448,EDAS
56449,EDAS
56450,EDAS
56452,EDAS
56453,EDAS
56455,EDAS
56456,EDAS
56458,EDAS
56461,EDAS
56464,EDAS
56465,DAS
56466,EDAS
56467,EDAS
56468,EDAS
56469,REMOTE
56470,EDAS
56472,EDAS
56473,EDAS
56474,EDAS
56475,EDAS
56477,EDAS
56478,EDAS
56479,EDAS
56481,EDAS
56482,EDAS
56484,DAS
56501,DAS
56502,DAS
56510,EDAS
56511,EDAS
56514,EDAS
56515,EDAS
56516,EDAS
56517,REMOTE
56518,EDAS
56519,REMOTE
56520,EDAS
56521,EDAS
56522,REMOTE
56523,EDAS
56524,EDAS
56525,DAS
56527,EDAS
56528,EDAS
56531,EDAS
56533,EDAS
56534,EDAS
56535,EDAS
56536,EDAS
56537,DAS
56538,DAS
56540,EDAS
56541,DAS
56542,EDAS
56543,EDAS
56544,EDAS
56545,EDAS
56546,EDAS
56547,EDAS
56548,EDAS
56549,EDAS
56550,EDAS
56551,EDAS
56552,EDAS
56553,REMOTE
56554,EDAS
56556,EDAS
56557,EDAS
56565,EDAS
56566,EDAS
56567,EDAS
56568,EDAS
56569,REMOTE
56570,EDAS
56571,EDAS
56572,EDAS
56573,EDAS
56574,EDAS
56575,REMOTE
56576,EDAS
56577,DAS
56578,EDAS
56579,EDAS
56580,EDAS
56581,EDAS
56583,REMOTE
56584,EDAS
56585,EDAS
56586,EDAS
56587,EDAS
56588,EDAS
56589,EDAS
56590,EDAS
56591,EDAS
56592,EDAS
56593,DAS
56594,EDAS
56601,DAS
56621,EDAS
56623,EDAS
56626,REMOTE
56627,EDAS
56628,REMOTE
56629,REMOTE
56630,DAS
56633,EDAS
56634,EDAS
56636,EDAS
56637,EDAS
56639,REMOTE
56641,EDAS
56644,EDAS
56646,EDAS
56647,EDAS
56649,REMOTE
56650,EDAS
56651,EDAS
56652,EDAS
56653,EDAS
56654,EDAS
56655,EDAS
56657,REMOTE
56659,EDAS
56660,EDAS
56661,REMOTE
56662,REMOTE
56663,EDAS
56666,EDAS
56667,EDAS
56668,DAS
56669,REMOTE
56670,EDAS
56671,EDAS
56672,EDAS
56673,REMOTE
56676,EDAS
56678,EDAS
56680,EDAS
56681,REMOTE
56682,EDAS
56683,EDAS
56684,EDAS
56685,EDAS
56686,REMOTE
56687,DAS
56688,REMOTE
56710,EDAS
56711,REMOTE
56712,EDAS
56713,EDAS
56714,EDAS
56715,EDAS
56716,DAS
56720,REMOTE
56721,DAS
56722,REMOTE
56723,EDAS
56724,EDAS
56725,EDAS
56726,EDAS
56727,EDAS
56728,EDAS
56729,REMOTE
56731,EDAS
56732,EDAS
56733,EDAS
56734,EDAS
56735,EDAS
56736,EDAS
56737,EDAS
56738,EDAS
56740,EDAS
56741,EDAS
56742,EDAS
56744,EDAS
56748,EDAS
56750,EDAS
56751,EDAS
56754,EDAS
56755,REMOTE
56756,REMOTE
56757,EDAS
56758,EDAS
56759,EDAS
56760,EDAS
56761,EDAS
56762,EDAS
56763,EDAS
57001,EDAS
57002,EDAS
57003,EDAS
57004,EDAS
57005,DAS
57006,DAS
57007,DAS
57010,EDAS
57012,EDAS
57013,DAS
57014,EDAS
57015,EDAS
57016,EDAS
57017,EDAS
57018,EDAS
57020,EDAS
57021,EDAS
57022,EDAS
57024,EDAS
57025,EDAS
57026,EDAS
57027,DAS
57028,EDAS
57029,EDAS
57030,EDAS
57031,EDAS
57032,DAS
57033,EDAS
57034,EDAS
57035,EDAS
57036,EDAS
57037,EDAS
57038,EDAS
57039,EDAS
57040,EDAS
57041,DAS
57042,DAS
57043,EDAS
57044,EDAS
57045,EDAS
57046,EDAS
57047,EDAS
57048,EDAS
57050,EDAS
57051,EDAS
57052,REMOTE
57053,EDAS
57054,EDAS
57055,DAS
57056,DAS
57057,EDAS
57058,EDAS
57059,EDAS
57061,EDAS
57062,EDAS
57063,EDAS
57065,EDAS
57066,EDAS
57067,REMOTE
57068,DAS
57069,DAS
57070,EDAS
57071,EDAS
57072,EDAS
57073,EDAS
57075,EDAS
57076,EDAS
57077,EDAS
57078,DAS
57198,EDAS
57202,DAS
57212,EDAS
57213,EDAS
57214,EDAS
57216,EDAS
57217,REMOTE
57218,EDAS
57219,EDAS
57220,EDAS
57221,EDAS
57223,EDAS
57224,EDAS
57225,EDAS
57226,EDAS
57227,EDAS
57231,EDAS
57232,REMOTE
57233,EDAS
57234,EDAS
57235,REMOTE
57236,REMOTE
57237,EDAS
57238,EDAS
57239,EDAS
57241,EDAS
57242,REMOTE
57243,EDAS
57244,EDAS
57245,DAS
57246,EDAS
57247,EDAS
57248,EDAS
57249,EDAS
57251,EDAS
57252,DAS
57255,REMOTE
57256,EDAS
57257,REMOTE
57258,REMOTE
57259,EDAS
57260,REMOTE
57261,EDAS
57262,EDAS
57263,EDAS
57264,EDAS
57265,EDAS
57266,EDAS
57268,EDAS
57269,EDAS
57270,REMOTE
57271,EDAS
57272,EDAS
57273,EDAS
57274,EDAS
57276,EDAS
57278,EDAS
57279,EDAS
57301,DAS
57311,EDAS
57312,EDAS
57313,EDAS
57314,EDAS
57315,EDAS
57317,EDAS
57319,EDAS
57321,REMOTE
57322,EDAS
57323,EDAS
57324,EDAS
57325,EDAS
57328,EDAS
57329,REMOTE
57330,EDAS
57331,EDAS
57332,EDAS
57334,EDAS
57335,REMOTE
57337,REMOTE
57339,EDAS
57340,REMOTE
57341,REMOTE
57342,EDAS
57344,REMOTE
57345,REMOTE
57348,EDAS
57349,EDAS
57350,REMOTE
57353,EDAS
57354,EDAS
57355,EDAS
57356,REMOTE
57357,EDAS
57358,REMOTE
57359,EDAS
57361,DAS
57362,EDAS
57363,REMOTE
57364,DAS
57365,EDAS
57366,EDAS
57367,EDAS
57368,EDAS
57369,EDAS
57370,REMOTE
57371,REMOTE
57373,REMOTE
57374,EDAS
57375,REMOTE
57376,EDAS
57379,REMOTE
57380,EDAS
57381,REMOTE
57382,REMOTE
57383,REMOTE
57384,EDAS
57385,REMOTE
57386,EDAS
57399,DAS
57401,DAS
57402,DAS
57420,REMOTE
57421,EDAS
57422,EDAS
57424,REMOTE
57426,DAS
57427,EDAS
57428,EDAS
57429,EDAS
57430,EDAS
57432,EDAS
57433,EDAS
57434,REMOTE
57435,REMOTE
57436,EDAS
57437,REMOTE
57438,EDAS
57439,DAS
57440,REMOTE
57441,EDAS
57442,EDAS
57445,EDAS
57446,EDAS
57448,EDAS
57449,REMOTE
57450,EDAS
57451,EDAS
57452,REMOTE
57454,EDAS
57455,REMOTE
57456,EDAS
57457,EDAS
57460,REMOTE
57461,EDAS
57462,EDAS
57465,EDAS
57466,REMOTE
57467,REMOTE
57468,EDAS
57469,EDAS
57470,REMOTE
57471,REMOTE
57472,EDAS
57473,REMOTE
57474,EDAS
57475,REMOTE
57476,EDAS
57477,EDAS
57479,EDAS
57481,REMOTE
57501,DAS
57520,REMOTE
57521,REMOTE
57522,EDAS
57523,REMOTE
57526,EDAS
57528,EDAS
57529,EDAS
57531,EDAS
57532,EDAS
57533,EDAS
57534,REMOTE
57536,REMOTE
57537,REMOTE
57538,EDAS
57540,REMOTE
57541,REMOTE
57542,EDAS
57543,REMOTE
57544,REMOTE
57547,REMOTE
57548,EDAS
57551,REMOTE
57552,REMOTE
57553,REMOTE
57555,REMOTE
57559,EDAS
57560,REMOTE
57562,REMOTE
57563,DAS
57564,EDAS
57566,EDAS
57567,REMOTE
57568,EDAS
57569,REMOTE
57570,EDAS
57571,REMOTE
57572,EDAS
57574,REMOTE
57576,EDAS
57577,EDAS
57579,REMOTE
57580,REMOTE
57584,REMOTE
57585,REMOTE
57601,EDAS
57620,REMOTE
57621,DAS
57622,REMOTE
57623,REMOTE
57625,REMOTE
57626,REMOTE
57628,EDAS
57630,REMOTE
57631,EDAS
57632,EDAS
57633,REMOTE
57634,REMOTE
57636,REMOTE
57638,EDAS
57639,REMOTE
57640,EDAS
57641,REMOTE
57642,REMOTE
57644,REMOTE
57645,EDAS
57646,REMOTE
57647,EDAS
57648,REMOTE
57649,REMOTE
57650,EDAS
57651,REMOTE
57652,REMOTE
57656,EDAS
57657,REMOTE
57658,REMOTE
57659,REMOTE
57660,REMOTE
57661,REMOTE
57701,DAS
57702,DAS
57703,DAS
57706,DAS
57714,REMOTE
57716,REMOTE
57717,REMOTE
57718,EDAS
57719,EDAS
57720,REMOTE
57722,REMOTE
57724,REMOTE
57725,REMOTE
57729,EDAS
57730,REMOTE
57732,EDAS
57735,REMOTE
57736,EDAS
57737,REMOTE
57738,REMOTE
57742,EDAS
57744,EDAS
57745,EDAS
57747,EDAS
57748,REMOTE
57750,EDAS
57751,DAS
57752,REMOTE
57754,EDAS
57755,REMOTE
57756,REMOTE
57758,REMOTE
57759,EDAS
57760,REMOTE
57761,EDAS
57762,REMOTE
57763,REMOTE
57764,REMOTE
57765,EDAS
57766,EDAS
57767,REMOTE
57769,EDAS
57770,DAS
57772,REMOTE
57773,EDAS
57775,REMOTE
57777,EDAS
57778,EDAS
57779,EDAS
57780,REMOTE
57782,EDAS
57783,DAS
57785,REMOTE
57787,REMOTE
57788,EDAS
57790,REMOTE
57791,REMOTE
57792,REMOTE
57793,EDAS
57794,EDAS
58001,DAS
58002,EDAS
58004,EDAS
58005,EDAS
58006,EDAS
58007,EDAS
58008,EDAS
58009,REMOTE
58011,EDAS
58012,DAS
58013,REMOTE
58015,EDAS
58016,REMOTE
58017,REMOTE
58018,EDAS
58021,EDAS
58027,EDAS
58029,EDAS
58030,REMOTE
58031,EDAS
58032,EDAS
58033,REMOTE
58035,EDAS
58036,EDAS
58038,EDAS
58039,EDAS
58040,EDAS
58041,EDAS
58042,DAS
58043,EDAS
58045,EDAS
58046,EDAS
58047,EDAS
58048,EDAS
58049,EDAS
58051,EDAS
58052,EDAS
58053,EDAS
58054,EDAS
58056,REMOTE
58057,EDAS
58058,REMOTE
58059,EDAS
58060,EDAS
58061,REMOTE
58062,REMOTE
58063,REMOTE
58064,EDAS
58065,REMOTE
58067,EDAS
58068,EDAS
58069,REMOTE
58071,EDAS
58072,EDAS
58074,DAS
58075,DAS
58076,DAS
58077,EDAS
58079,EDAS
58081,EDAS
58204,DAS
58205,DAS
58210,EDAS
58212,REMOTE
58213,EDAS
58214,EDAS
58216,REMOTE
58218,EDAS
58219,EDAS
58220,EDAS
58222,EDAS
58223,EDAS
58224,EDAS
58225,EDAS
58227,EDAS
58228,EDAS
58229,REMOTE
58230,EDAS
58231,EDAS
58233,REMOTE
58235,EDAS
58236,REMOTE
58237,EDAS
58238,EDAS
58239,REMOTE
58240,EDAS
58241,EDAS
58243,EDAS
58244,REMOTE
58249,EDAS
58250,EDAS
58251,EDAS
58254,REMOTE
58255,EDAS
58256,EDAS
58257,EDAS
58258,EDAS
58259,EDAS
58260,EDAS
58261,EDAS
58262,EDAS
58265,EDAS
58266,EDAS
58267,EDAS
58269,EDAS
58270,EDAS
58272,EDAS
58273,EDAS
58274,EDAS
58275,EDAS
58276,EDAS
58277,REMOTE
58278,EDAS
58281,REMOTE
58282,EDAS
58301,EDAS
58310,EDAS
58311,EDAS
58313,EDAS
58316,EDAS
58317,EDAS
58318,REMOTE
58319,EDAS
58321,REMOTE
58323,REMOTE
58324,EDAS
58325,EDAS
58327,EDAS
58329,REMOTE
58330,EDAS
58331,REMOTE
58332,EDAS
58335,EDAS
58338,EDAS
58339,REMOTE
58341,EDAS
58343,REMOTE
58344,EDAS
58345,EDAS
58346,EDAS
58348,EDAS
58351,REMOTE
58352,EDAS
58353,EDAS
58355,EDAS
58356,EDAS
58357,REMOTE
58361,REMOTE
58362,EDAS
58363,EDAS
58365,REMOTE
58366,EDAS
58367,EDAS
58368,EDAS
58369,REMOTE
58370,EDAS
58372,EDAS
58374,REMOTE
58377,REMOTE
58380,EDAS
58381,REMOTE
58382,REMOTE
58384,EDAS
58385,REMOTE
58386,REMOTE
58401,DAS
58402,DAS
58413,REMOTE
58415,EDAS
58416,REMOTE
58418,REMOTE
58420,EDAS
58421,EDAS
58422,REMOTE
58423,REMOTE
58424,REMOTE
58425,EDAS
58426,REMOTE
58428,EDAS
58429,REMOTE
58430,EDAS
58431,REMOTE
58433,EDAS
58436,EDAS
58438,REMOTE
58439,REMOTE
58440,REMOTE
58441,EDAS
58442,EDAS
58443,REMOTE
58444,EDAS
58445,REMOTE
58448,EDAS
58451,REMOTE
58452,DAS
58454,EDAS
58455,EDAS
58456,REMOTE
58458,EDAS
58460,REMOTE
58461,EDAS
58463,REMOTE
58464,EDAS
58466,REMOTE
58467,REMOTE
58472,REMOTE
58474,EDAS
58475,REMOTE
58476,EDAS
58477,EDAS
58478,REMOTE
58479,EDAS
58480,REMOTE
58481,REMOTE
58482,EDAS
58483,REMOTE
58484,EDAS
58486,REMOTE
58487,REMOTE
58488,REMOTE
58489,EDAS
58490,REMOTE
58492,EDAS
58494,REMOTE
58495,EDAS
58496,REMOTE
58497,EDAS
58501,DAS
58503,DAS
58504,DAS
58520,REMOTE
58521,REMOTE
58523,EDAS
58524,EDAS
58528,REMOTE
58529,REMOTE
58530,REMOTE
58531,REMOTE
58532,REMOTE
58533,REMOTE
58535,REMOTE
58538,EDAS
58540,EDAS
58541,REMOTE
58542,REMOTE
58544,EDAS
58545,EDAS
58549,EDAS
58552,EDAS
58553,EDAS
58554,DAS
58558,EDAS
58559,EDAS
58560,EDAS
58561,EDAS
58562,REMOTE
58563,REMOTE
58564,EDAS
58565,EDAS
58566,REMOTE
58568,EDAS
58569,REMOTE
58570,REMOTE
58571,EDAS
58572,REMOTE
58573,EDAS
58575,EDAS
58576,EDAS
58577,EDAS
58579,EDAS
58580,REMOTE
58581,REMOTE
58601,DAS
58602,DAS
58620,REMOTE
58621,EDAS
58622,EDAS
58623,EDAS
58625,EDAS
58626,EDAS
58627,REMOTE
58630,REMOTE
58631,EDAS
58632,REMOTE
58634,REMOTE
58636,REMOTE
58638,EDAS
58639,EDAS
58640,EDAS
58641,REMOTE
58642,REMOTE
58643,EDAS
58644,REMOTE
58645,EDAS
58646,REMOTE
58647,REMOTE
58649,REMOTE
58650,REMOTE
58651,REMOTE
58652,REMOTE
58653,REMOTE
58654,REMOTE
58655,EDAS
58656,REMOTE
58701,DAS
58703,DAS
58704,DAS
58705,DAS
58707,DAS
58710,EDAS
58711,EDAS
58712,REMOTE
58713,EDAS
58716,EDAS
58718,REMOTE
58721,EDAS
58722,EDAS
58723,REMOTE
58725,EDAS
58727,EDAS
58730,EDAS
58731,EDAS
58733,EDAS
58734,REMOTE
58735,REMOTE
58736,REMOTE
58737,REMOTE
58740,EDAS
58741,REMOTE
58744,EDAS
58746,EDAS
58747,EDAS
58748,EDAS
58750,REMOTE
58752,EDAS
58755,REMOTE
58756,EDAS
58757,EDAS
58758,EDAS
58759,EDAS
58760,REMOTE
58761,EDAS
58762,EDAS
58763,EDAS
58765,EDAS
58768,EDAS
58769,REMOTE
58770,EDAS
58771,REMOTE
58772,REMOTE
58773,REMOTE
58775,EDAS
58776,REMOTE
58778,REMOTE
58779,REMOTE
58781,EDAS
58782,EDAS
58783,REMOTE
58784,EDAS
58785,EDAS
58787,REMOTE
58788,REMOTE
58789,REMOTE
58790,EDAS
58792,REMOTE
58793,EDAS
58794,REMOTE
58795,EDAS
58801,DAS
58802,DAS
58803,DAS
58830,REMOTE
58831,EDAS
58833,REMOTE
58835,REMOTE
58838,REMOTE
58843,EDAS
58844,REMOTE
58845,REMOTE
58847,REMOTE
58849,EDAS
58852,REMOTE
58853,EDAS
58854,REMOTE
58856,REMOTE
59001,EDAS
59002,REMOTE
59003,REMOTE
59006,EDAS
59007,EDAS
59008,REMOTE
59010,REMOTE
59011,REMOTE
59012,EDAS
59013,EDAS
59014,EDAS
59015,REMOTE
59016,REMOTE
59018,EDAS
59019,REMOTE
59020,EDAS
59022,REMOTE
59024,REMOTE
59025,REMOTE
59026,EDAS
59027,EDAS
59028,REMOTE
59029,EDAS
59030,EDAS
59031,EDAS
59032,REMOTE
59033,REMOTE
59034,EDAS
59035,EDAS
59036,DAS
59037,EDAS
59038,REMOTE
59039,REMOTE
59041,REMOTE
59043,EDAS
59044,EDAS
59046,REMOTE
59047,REMOTE
59050,REMOTE
59052,REMOTE
59053,REMOTE
59054,REMOTE
59055,REMOTE
59057,REMOTE
59058,REMOTE
59059,REMOTE
59061,REMOTE
59062,REMOTE
59063,EDAS
59064,REMOTE
59065,EDAS
59066,REMOTE
59067,REMOTE
59068,REMOTE
59069,REMOTE
59070,REMOTE
59071,REMOTE
59072,REMOTE
59073,EDAS
59074,REMOTE
59075,REMOTE
59076,REMOTE
59077,REMOTE
59078,REMOTE
59079,EDAS
59081,EDAS
59082,EDAS
59084,REMOTE
59085,REMOTE
59086,REMOTE
59087,REMOTE
59088,EDAS
59089,EDAS
59101,DAS
59102,DAS
59105,DAS
59106,DAS
59201,EDAS
59211,REMOTE
59212,EDAS
59213,REMOTE
59214,REMOTE
59215,REMOTE
59217,EDAS
59218,EDAS
59219,EDAS
59221,REMOTE
59222,REMOTE
59223,REMOTE
59225,REMOTE
59226,REMOTE
59230,EDAS
59231,EDAS
59240,REMOTE
59241,REMOTE
59242,REMOTE
59243,REMOTE
59244,REMOTE
59245,EDAS
59247,REMOTE
59248,EDAS
59250,REMOTE
59252,REMOTE
59253,REMOTE
59254,EDAS
59255,EDAS
59256,REMOTE
59257,REMOTE
59258,REMOTE
59259,REMOTE
59260,REMOTE
59261,EDAS
59262,REMOTE
59263,EDAS
59270,EDAS
59273,EDAS
59274,REMOTE
59275,REMOTE
59276,REMOTE
59301,EDAS
59311,REMOTE
59312,REMOTE
59313,REMOTE
59314,REMOTE
59315,REMOTE
59316,REMOTE
59317,REMOTE
59318,REMOTE
59319,REMOTE
59322,REMOTE
59323,EDAS
59324,REMOTE
59326,REMOTE
59327,REMOTE
59330,EDAS
59332,REMOTE
59333,EDAS
59336,REMOTE
59337,REMOTE
59338,EDAS
59339,REMOTE
59341,REMOTE
59343,REMOTE
59344,REMOTE
59345,REMOTE
59347,REMOTE
59348,EDAS
59349,REMOTE
59351,REMOTE
59353,REMOTE
59354,REMOTE
59404,DAS
59410,REMOTE
59411,REMOTE
59412,EDAS
59414,DAS
59416,REMOTE
59417,EDAS
59418,REMOTE
59419,REMOTE
59420,REMOTE
59421,REMOTE
59422,EDAS
59424,EDAS
59425,EDAS
59427,EDAS
59430,REMOTE
59432,REMOTE
59433,REMOTE
59434,EDAS
59435,REMOTE
59436,EDAS
59440,REMOTE
59441,EDAS
59442,EDAS
59443,EDAS
59444,REMOTE
59445,EDAS
59446,REMOTE
59447,REMOTE
59448,REMOTE
59450,REMOTE
59451,REMOTE
59452,EDAS
59453,REMOTE
59454,EDAS
59456,REMOTE
59457,EDAS
59460,REMOTE
59461,DAS
59462,REMOTE
59463,REMOTE
59464,REMOTE
59465,EDAS
59466,REMOTE
59467,REMOTE
59468,EDAS
59469,REMOTE
59471,REMOTE
59472,EDAS
59474,EDAS
59477,DAS
59479,REMOTE
59480,REMOTE
59482,EDAS
59483,REMOTE
59484,REMOTE
59485,EDAS
59486,EDAS
59487,EDAS
59489,EDAS
59501,EDAS
59520,REMOTE
59521,EDAS
59522,EDAS
59523,REMOTE
59524,REMOTE
59525,REMOTE
59526,EDAS
59527,REMOTE
59528,REMOTE
59529,REMOTE
59530,REMOTE
59531,REMOTE
59532,REMOTE
59535,EDAS
59537,REMOTE
59538,REMOTE
59540,REMOTE
59542,REMOTE
59544,EDAS
59545,REMOTE
59546,REMOTE
59547,REMOTE
59602,DAS
59631,EDAS
59632,EDAS
59633,REMOTE
59634,EDAS
59635,DAS
59638,EDAS
59639,EDAS
59640,EDAS
59641,REMOTE
59642,REMOTE
59643,EDAS
59644,EDAS
59645,EDAS
59647,REMOTE
59648,REMOTE
59710,EDAS
59711,EDAS
59713,EDAS
59714,DAS
59715,DAS
59716,DAS
59717,DAS
59718,DAS
59720,REMOTE
59721,REMOTE
59722,EDAS
59724,EDAS
59725,EDAS
59727,REMOTE
59728,REMOTE
59729,REMOTE
59730,EDAS
59731,REMOTE
59732,REMOTE
59733,REMOTE
59735,EDAS
59736,REMOTE
59739,REMOTE
59740,EDAS
59741,REMOTE
59743,EDAS
59745,REMOTE
59746,EDAS
59747,EDAS
59748,EDAS
59749,EDAS
59750,REMOTE
59751,EDAS
59752,REMOTE
59754,EDAS
59755,EDAS
59756,DAS
59758,REMOTE
59759,EDAS
59760,EDAS
59761,EDAS
59762,REMOTE
59801,DAS
59802,DAS
59803,DAS
59804,DAS
59808,DAS
59812,DAS
59820,REMOTE
59821,EDAS
59823,REMOTE
59824,EDAS
59825,EDAS
59826,REMOTE
59827,REMOTE
59828,REMOTE
59829,REMOTE
59830,EDAS
59831,EDAS
59832,REMOTE
59833,REMOTE
59834,EDAS
59836,EDAS
59837,REMOTE
59840,EDAS
59841,DAS
59842,EDAS
59843,EDAS
59844,REMOTE
59845,REMOTE
59846,EDAS
59847,EDAS
59848,REMOTE
59853,REMOTE
59854,REMOTE
59855,DAS
59856,EDAS
59858,EDAS
59859,REMOTE
59860,REMOTE
59863,EDAS
59864,REMOTE
59865,EDAS
59866,REMOTE
59867,REMOTE
59868,REMOTE
59870,REMOTE
59871,EDAS
59872,EDAS
59873,EDAS
59874,REMOTE
59875,EDAS
59901,EDAS
59902,DAS
59910,EDAS
59911,REMOTE
59912,REMOTE
59913,REMOTE
59914,EDAS
59915,EDAS
59916,EDAS
59917,REMOTE
59918,EDAS
59919,EDAS
59920,REMOTE
59922,EDAS
59923,REMOTE
59925,REMOTE
59926,EDAS
59927,EDAS
59928,REMOTE
59929,EDAS
59930,REMOTE
59931,EDAS
59932,EDAS
59933,EDAS
59934,REMOTE
59935,EDAS
59936,EDAS
59937,EDAS
60033,DAS
